"Name of Satellite, Alternate Names",Country/Org of UN Registry,Country of Operator/Owner,Operator/Owner,Users,Purpose,Class of Orbit,Longitude of GEO (degrees),Perigee,Apogee,Eccentricity,Inclination (degrees),Period (minutes),Launch Mass (kg.),Date of Launch,Year of Launch,Expected Lifetime (yrs.),Contractor,Country of Contractor,Launch Site,Launch Vehicle
"VRSS-1 (Venezuelan Remote Sensing Satellite, Francisco Miranda)",Venezuela,Venezuela,Bolivarian Agency for Space Activities,Government,Earth Observation,LEO ,0,622,654,2.28E-03,98.03,97.48,880,9/28/2012,2012,5,China Academy of Space Technology (CAST),China,Jiuquan Satellite Launch Center,Long March 2D
VRSS-2 (Antonio Jose de Sucre),NR (3/18),Venezuela,Bolivarian Agency for Space Activities,Government,Earth Observation ,LEO,0,629,654,1.78E-03,98.02,97.55,1000,10/9/2017,2017,5,China Academy of Space Technology (CAST),China,Jiuquan Satellite Launch Center,Long March 2D
VZLUSat-1,NR (10/17),Czech Republic,Czech Aerospace Research Center (VZLU),Government,Technology Development,LEO,0,497,515,1.31E-03,97.45,94.7,3,6/23/2017,2017,,Czech Aerospace Research Center (VZLU) and partners,Czech Republic,Satish Dhawan Space Centre,PSLV
Weina-1A,NR (5/18),China,Shanghai Micro Satellite Engineering Center,Government,Technology Development,LEO,0,594,601,5.02E-04,35,96.3,1,1/25/2018,2018,,Shanghai Micro Satellite Engineering Center,China,Xichang Satellite Launch Center,Long March 2C
"Wideband Global Satcom 1 (WGS-1, USA 195)",USA,USA,Military Satellite Communications - US Air Force,Military,Communications,GEO,179.88,35783,35790,8.30E-05,0,1436.1,5900,10/11/2007,2007,,Boeing Integrated Defense Systems,USA,Cape Canaveral,Atlas 5
"Wideband Global Satcom 2 (WGS-2, USA 204)",USA,USA,Military Satellite Communications - US Air Force,Military,Communications,GEO,60.18,35786,35787,1.19E-05,0.03,1436.12,5987,4/4/2009,2009,,Boeing Satellite Systems,USA,Cape Canaveral,Atlas 5
"Wideband Global Satcom 3 (WGS-3, USA 211)",USA,USA,Military Satellite Communications - US Air Force,Military,Communications,GEO,-12,35785,35786,1.19E-05,0,1436.1,5990,12/6/2009,2009,,Boeing Satellite Systems,USA,Cape Canaveral,Delta 4
"Wideband Global Satcom 4 (WGS-4, USA 233)",USA,USA,Military Satellite Communications - US Air Force,Military,Communications,GEO,-124.5,35785,35786,1.19E-05,0.01,1436.1,5990,1/20/2012,2012,,Boeing Satellite Systems,USA,Cape Canaveral,Delta 4
"Wideband Global Satcom 5 (WGS-5, USA 243)",USA,USA,Military Satellite Communications - US Air Force,Military,Communications,GEO,-52.5,35739,35784,5.34E-04,0,1436.1,5990,5/25/2013,2013,,Boeing Satellite Systems,USA,Cape Canaveral,Delta 4
"Wideband Global Satcom 6 (WGS-6, USA 244)",USA,USA,Military Satellite Communications - US Air Force,Military,Communications,GEO,-135.22,35772,35801,3.44E-04,0,1436.1,5990,8/8/2013,2013,,Boeing Satellite Systems,USA,Cape Canaveral,Delta 4
"Wideband Global Satcom 7 (WGS-7, USA 263)",USA,USA,Military Satellite Communications - US Air Force,Military,Communications,GEO,174.96,35772,35801,3.44E-04,0,1436.1,5990,7/24/2015,2015,,Boeing Satellite Systems,USA,Cape Canaveral,Delta 4
"Wideband Global Satcom 8 (WGS-8, USA 272)",NR (1/17),USA,Military Satellite Communications - US Air Force,Military,Communications,GEO,0,35770,35770,0.00E+00,0,1436.1,5990,12/7/2016,2016,,Boeing Satellite Systems,USA,Cape Canaveral,Delta 4
"Wideband Global Satcom 9 (WGS-9, USA 275)",NR (9/17),USA,Military Satellite Communications - US Air Force,Military,Communications,GEO,149.81,35772,35801,3.44E-04,0,1436.1,5990,3/17/2017,2017,,Boeing Satellite Systems,USA,Cape Canaveral,Delta 4
WildBlue 1,USA,USA,WildBlue Communications,Commercial,Communications,GEO,-111.09,35776,35796,2.37E-04,0.01,1436.1,4735,12/8/2006,2006,12,Space Systems/Loral,USA,Guiana Space Center,Ariane 5
WNISat-1 (Weather News Inc. Satellite 1),Japan,Japan,"Weathernews, Inc.",Commercial,Earth Observation,LEO,0,594,849,1.80E-02,97.8,99.2,10,11/21/2013,2013,2,Axelspace,Japan,Dombarovsky Air Base,Dnepr
WNISat-1R (Weather News Inc. Satellite 1R),NR (10/17),Japan,"Weathernews, Inc.",Commercial,Earth Observation,LEO,0,586,606,1.44E-03,97.6,96.6,43,7/14/2017,2017,,Axelspace,Japan,Baikonur Cosmodrome,Soyuz 2.1a
Worldview 1,USA,USA,DigitalGlobe Corporation,Commercial,Earth Observation,LEO,0,491,494,2.19E-04,97.3,94.50,4500,9/18/2007,2007,7.25,Ball Aerospace,USA,Vandenberg AFB,Delta 2
Worldview 2,USA,USA,DigitalGlobe Corporation,Commercial,Earth Observation,LEO,0,765,767,1.40E-04,98.5,100.20,2800,10/8/2009,2009,,Ball Aerospace,USA,Vandenberg AFB,Delta 2
Worldview 3,USA,USA,DigitalGlobe Corporation,Commercial,Earth Observation,LEO,0,612,614,1.43E-04,97.99,96.96,2800,8/13/2014,2014,12,Ball Aerospace,USA,Vandenberg AFB,Atlas 5
Worldview 4,NR (12/16),USA,DigitalGlobe Corporation,Commercial,Earth Observation,LEO,0,617,620,2.15E-04,98,96.90,2485,11/11/2016,2016,10,Lockheed Martin Missiles & Space,USA,Vandenberg AFB,Atlas 5
X37-B OTV-5 (USA 277),NR,USA,US Air Force Rapid Capabilities Office,Military,Technology Development,LEO,0,309,322,9.72E-04,38,90.80,4990,9/7/2017,2017,,Boeing Corp.,USA,Cape Canaveral,Falcon 9
XC-1 (Xingchen 1),NR,China,National University of Defense Technology,Government,Technology Development,LEO,0,520,540,1.19E-03,97.46,95.23,1,9/19/2015,2015,,National University of Defense Technology,China,Taiyuan Launch Center,Long March 6
XC-2 (Xingchen 2),NR,China,National University of Defense Technology,Government,Technology Development,LEO,0,520,540,1.19E-03,97.46,95.23,1,9/19/2015,2015,,National University of Defense Technology,China,Taiyuan Launch Center,Long March 6
XC-3 (Xingchen 3),NR,China,National University of Defense Technology,Government,Technology Development,LEO,0,520,540,1.19E-03,97.46,95.23,1,9/19/2015,2015,,National University of Defense Technology,China,Taiyuan Launch Center,Long March 6
XC-4 (Xingchen 4),NR,China,National University of Defense Technology,Government,Technology Development,LEO,0,520,540,1.19E-03,97.46,95.23,1,9/19/2015,2015,,National University of Defense Technology,China,Taiyuan Launch Center,Long March 6
XCubeSat (QB50 - FR01),NR (10/17),France,Ecole Polytechnique,Civil,Technology Demonstration,LEO,0,401,403,1.19E-03,51.6,92.60,3,4/18/2017,2017,,Ecole Polytechnique ,France,International Space Station,Nanorack Deployer
Xinyan 1 (XY-1),NR,China,DFH Satellite Co. Ltd.,Government,Technology Development,LEO,0,489,501,8.74E-04,97.35,94.51,,11/18/2012,2012,,China Academy of Space Technology (CAST),China,Taiyuan Launch Center,Long March 2C
XM Radio 3 (Rhythm),USA,USA,XM Satellite Radio USA,Commercial,Communications,GEO,-85.04,35782,35790,9.49E-05,0.01,1436.1,4703,3/1/2005,2005,15,Boeing Satellite Systems,USA,Sea Launch Odyssey,Zenit 3SL
XM Radio 4 (Blues),USA,USA,XM Satellite Radio USA,Commercial,Communications,GEO,-114.96,35784,35787,3.56E-05,0.01,1436.09,5193,10/30/2006,2006,15,Boeing Satellite Systems,USA,Sea Launch Odyssey,Zenit 3SL
XMM Newton (High Throughput X-ray Spectroscopy Mission),ESA,ESA,European Space Operations Centre (ESOC),Government,Space Science,Elliptical,0,7079,114027,7.99E-01,38.4,"2,872.15",3764,12/10/1999,1999,10,Dornier Systems (and 46 subcontractors),International,Guiana Space Center,Ariane 5
XPNav-1,NR (12/16),China,China Aerospace Science and Technology Corp. (CASC),Government,Technology Development,LEO,0,493,513,1.45E-03,97.4,94.68,240,11/9/2016,2016,,China Aerospace Science and Technology Corp. (CASC),China,Jiuquan Satellite Launch Center,Long March 11
X-Sat,NR,Singapore,Centre for Research in Satellite Technology (CREST),Government,Earth Observation,LEO,0,801,823,1.53E-03,98.7,101.1,91,4/20/2011,2011,3,Centre for Research in Satellite Technology (CREST),Singapore,Satish Dhawan Space Centre,PSLV C16
XTAR-EUR,USA,Spain,Ministry of Defense/XTAR,Military/Government,Communications,GEO,29.03,35778,35792,1.66E-04,0.1,1436.06,3631,2/12/2005,2005,15,Space Systems/Loral,USA,Guiana Space Center,Ariane 5 ECA
"XW-1 (Hope Oscar 68, HO-68, Xi Wang 1, Hope-1, CAS-1)",China,China,DFH Satellite Co. Ltd./AMSAT-China,Civil,Communications,LEO,0,1193,1205,7.93E-04,100.3,109.40,60,12/15/2009,2009,,DFH Satellite Co. Ltd.,China,Taiyuan Launch Center,Long March 4C
XW-2A (CAS-3A),NR,China,Chinese Amateur Satellite (CAMSAT),Civil,Communications,LEO,0,518,535,1.23E-03,97.46,95.17,25,9/19/2015,2015,,DFH Satellite Co. Ltd./CAMSAT,China,Taiyuan Launch Center,Long March 6
XW-2B (CAS-3B),NR,China,Chinese Amateur Satellite (CAMSAT),Civil,Communications,LEO,0,520,539,1.38E-03,97.46,95.22,10,9/19/2015,2015,,DFH Satellite Co. Ltd./CAMSAT,China,Taiyuan Launch Center,Long March 6
XW-2C (CAS-3C),NR,China,Chinese Amateur Satellite (CAMSAT),Civil,Communications,LEO,0,519,538,1.38E-03,97.46,95.21,10,9/19/2015,2015,,DFH Satellite Co. Ltd./CAMSAT,China,Taiyuan Launch Center,Long March 6
XW-2D (CAS-3D),NR,China,Chinese Amateur Satellite (CAMSAT),Civil,Communications,LEO,0,520,539,1.38E-03,97.46,95.22,10,9/19/2015,2015,,DFH Satellite Co. Ltd./CAMSAT,China,Taiyuan Launch Center,Long March 6
XW-2E (CAS-3E),NR,China,Chinese Amateur Satellite (CAMSAT),Civil,Communications,LEO,0,519,538,1.38E-03,97.46,95.20,2,9/19/2015,2015,,DFH Satellite Co. Ltd./CAMSAT,China,Taiyuan Launch Center,Long March 6
XW-2F (CAS-3F),NR,China,Chinese Amateur Satellite (CAMSAT),Civil,Communications,LEO,0,520,540,1.45E-03,97.46,95.23,2,9/19/2015,2015,,DFH Satellite Co. Ltd./CAMSAT,China,Taiyuan Launch Center,Long March 6
XY-S1 (Xingyun Shiyan-1),NR (9/17),China,China Aerospace Science and Technology Corp. (CASC),Government,Technology Development,LEO,0,529,541,8.69E-04,97.54,95.33,2,1/9/2017,2017,,Ninth Academy of CASIC,China,Jiuquan Satellite Launch Center,Kuaizhou
Yahsat-1A (Y1A),United Arab Emirates,United Arab Emirates,Al Yah Satellite Communications Co. (YAHSAT),Military/Commercial,Communications,GEO,52.5,35743,35823,9.49E-04,0.04,1435.92,5953,4/22/2011,2011,15,Astrium/Thales Alenia Space,France,Guiana Space Center,Ariane 5
Yahsat-1B (Y1B),United Arab Emirates,United Arab Emirates,Al Yah Satellite Communications Co. (YAHSAT),Military/Commercial,Communications,GEO,47.6,35780,35791,1.30E-04,0,1436.07,6000,4/23/2012,2012,,Astrium/Thales Alenia Space,France,Baikonur Cosmodrome,Proton M
Yamal-202 ,Russia,Russia,Gazprom Space Systems,Commercial,Communications,GEO,49.03,35774,35796,2.61E-04,0.04,1436.06,1320,11/24/2003,2003,12,Rocket-Space Corporation Energia/Alcatel,Russia,Baikonur Cosmodrome,Proton K
Yamal-300K,Russia,Russia,Gaxprom Space Systems,Commercial,Communications,GEO,90,35694,35866,2.04E-03,0.14,1435.76,1640,11/2/2012,2012,,OAO Resetneva,Russia,Baikonur Cosmodrome,Proton M
Yamal-401,Russia,Russia,Gazprom Space Systems,Commercial,Communications,GEO,90,35761,35822,7.23E-04,0.03,1436.33,2976,12/15/2014,2014,15,ISS Reshetnev,Russia,Baikonur Cosmodrome,Proton M
Yamal-402,Russia,Russia,Gazprom Space Systems,Commercial,Communications,GEO,55,35784,35789,5.93E-05,0.06,1436.11,4463,12/8/2012,2012,11,Thales,France,Baikonur Cosmodrome,Proton M
Yaogan 10 (Remote Sensing Satellite 10),China,China,People's Liberation Army (C41),Military,Earth Observation,LEO,0,625,628,2.14E-04,97.8,97.2,,8/9/2010,2010,,Shanghai Academy of Satellite Technology (SAST),China,Taiyuan Launch Center,Long March 4C
Yaogan 11 (Remote Sensing Satellite 11),China,China,People's Liberation Army (C41),Military,Earth Observation,LEO,0,626,668,2.99E-03,97.9,97.7,,9/22/2010,2010,,China Academy of Space Technology (CAST),China,Jiuquan Satellite Launch Center,Long March 2D
Yaogan 12 (Remote Sensing Satellite 12),China,China,People's Liberation Army (C41),Military,Earth Observation,LEO,0,487,496,6.56E-04,97.4,94.4,,11/9/2011,2011,,China Academy of Space Technology (CAST),China,Taiyuan Launch Center,Long March 4B
Yaogan 13 (Remote Sensing Satellite 13),China,China,People's Liberation Army (C41),Military,Earth Observation,LEO,0,506,507,7.27E-05,97.4,94.8,,11/29/2011,2011,,Shanghai Academy of Satellite Technology (SAST),China,Taiyuan Launch Center,Long March 2C
Yaogan 14 (Remote Sensing Satellite 14),China,China,People's Liberation Army (C41),Military,Earth Observation,LEO,0,469,481,8.77E-04,97.3,94.1,,5/10/2012,2012,,China Academy of Space Technology (CAST),China,Taiyuan Launch Center,Long March 4B
Yaogan 15 (Remote Sensing Satellite 15),China,China,People's Liberation Army (C41),Military,Earth Observation,LEO,0,1201,1207,3.96E-04,100.2,109.5,1040,5/29/2012,2012,,Shanghai Academy of Satellite Technology (SAST),China,Taiyuan Launch Center,Long March 4C
"Yaogan 16A (Remote Sensing Satellite 16A, Yaogan Weixing 16)",China,China,People's Liberation Army (C41),Military,Earth Observation,LEO,0,1080,1089,6.04E-04,63.38,106.93,,11/25/2012,2012,,China Academy of Space Technology (CAST),China,Jiuquan Satellite Launch Center,Long March 4C
Yaogan 16B (Remote Sensing Satellite 16B),NR,China,People's Liberation Army (C41),Military,Earth Observation,LEO,0,1079,1090,7.38E-04,63.38,106.93,,11/25/2012,2012,,China Academy of Space Technology (CAST),China,Jiuquan Satellite Launch Center,Long March 4C
Yaogan 16C (Remote Sensing Satlelite 16C),NR,China,People's Liberation Army (C41),Military,Earth Observation,LEO,0,1032,1081,3.30E-03,63.38,106.33,,11/25/2012,2012,,China Academy of Space Technology (CAST),China,Jiuquan Satellite Launch Center,Long March 4C
"Yaogan 17A (Remote Sensing Satellite 17A, Yaogan Weixing 17)",China,China,People's Liberation Army (C41),Military,Earth Observation,LEO,0,1076,1111,2.34E-03,63.41,107.12,,9/1/2013,2013,,Shanghai Academy of Satellite Technology (SAST),China,Jiuquan Satellite Launch Center,Long March 4C
Yaogan 17B (Remote Sensing Satellite 17B),NR,China,People's Liberation Army (C41),Military,Earth Observation,LEO,0,1080,1111,2.08E-03,63.42,107.13,,9/1/2013,2013,,Shanghai Academy of Satellite Technology (SAST),China,Jiuquan Satellite Launch Center,Long March 4C
Yaogan 17C (Remote Sensing Satellite 17C),NR,China,People's Liberation Army (C41),Military,Earth Observation,LEO,0,890,1112,1.51E-02,63.47,105.14,,9/1/2013,2013,,Shanghai Academy of Satellite Technology (SAST),China,Jiuquan Satellite Launch Center,Long March 4C
Yaogan 18 (Remote Sensing Satellite 18),China,China,People's Liberation Army (C41),Military,Earth Observation,LEO,0,509,513,2.91E-04,97.54,94.84,,10/29/2013,2013,,Shanghai Academy of Satellite Technology (SAST),China,Taiyuan Launch Center,Long March 2C
Yaogan 19 (Remote Sensing Satellite 19),China,China,People's Liberation Army (C41),Military,Earth Observation,LEO,0,1201,1207,3.96E-04,100.48,109.51,,11/20/2013,2013,,Shanghai Academy of Satellite Technology (SAST),China,Taiyuan Launch Center,Long March 4C
Yaogan 20A (Remote Sensing Satellite 20A),NR,China,People's Liberation Army (C41),Military,Earth Observation,LEO,0,1085,1095,6.70E-04,63.4,107.05,,8/9/2014,2014,,China Academy of Space Technology (CAST),China,Jiuquan Satellite Launch Center,Long March 4C
Yaogan 20B (Remote Sensing Satellite 20B),NR,China,People's Liberation Army (C41),Military ,Earth Observation,LEO,0,1087,1093,4.02E-04,63.4,107.05,,8/9/2014,2014,,China Academy of Space Technology (CAST),China,Jiuquan Satellite Launch Center,Long March 4C
Yaogan 20C (Remote Sensing Satellite 20C),NR,China,People's Liberation Army (C41),Military,Earth Observation,LEO,0,1087,1094,4.69E-04,63.4,107.05,,8/9/2014,2014,,China Academy of Space Technology (CAST),China,Jiuquan Satellite Launch Center,Long March 4C
Yaogan 21 (Remote Sensing Satellite 21),NR,China,People's Liberation Army (C41),Military,Earth Observation,LEO,0,480,494,1.02E-03,97.42,94.35,,9/8/2014,2014,,China Academy of Space Technology (CAST),China,Taiyuan Launch Center,Long March 4B
Yaogan 22 (Remote Sensing Satellite 22),NR,China,People's Liberation Army (C41),Military,Earth Observation,LEO,0,1196,1209,8.58E-04,100.32,109.48,,10/20/2014,2014,,Shanghai Academy of Satellite Technology (SAST),China,Taiyuan Launch Center,Long March 4C
Yaogan 23 (Remote Sensing Satellite 23),NR,China,People's Liberation Army (C41),Military,Earth Observation,LEO,0,492,513,1.53E-03,97.33,94.67,,11/14/2014,2014,,Shanghai Academy of Satellite Technology (SAST),China,Taiyuan Launch Center,Long March 2C
Yaogan 24 (Remote Sensing Satellite 24),NR,China,People's Liberation Army (C41),Military,Earth Observation,LEO,0,630,653,1.64E-03,97.91,97.55,,11/20/2014,2014,,China Academy of Space Technology (CAST),China,Jiuquan Satellite Launch Center,Long March 2C
Yaogan 25A (Remote Sensing Satellite 25A),NR,China,People's Liberation Army (C41),Military,Earth Observation,LEO,0,1089,1097,5.36E-04,63.41,107.12,,12/10/2014,2014,,China Academy of Space Technology (CAST),China,Jiuquan Satellite Launch Center,Long March 4C
Yaogan 25B (Remote Sensing Satellite 25B),NR,China,People's Liberation Army (C41),Military,Earth Observation,LEO,0,1083,1093,6.70E-04,63.42,107.01,,12/10/2014,2014,,China Academy of Space Technology (CAST),China,Jiuquan Satellite Launch Center,Long March 4C
Yaogan 25C (Remote Sensing Satellite 25C),NR,China,People's Liberation Army (C41),Military,Earth Observation,LEO,0,1092,1113,1.41E-03,63.4,107.31,,12/10/2014,2014,,China Academy of Space Technology (CAST),China,Jiuquan Satellite Launch Center,Long March 4C
Yaogan 26 (Remote Sensing Satellite 26),NR,China,People's Liberation Army (C41),Military,Earth Observation,LEO,0,487,491,2.92E-04,97.44,94.39,,12/27/2014,2014,,China Academy of Space Tecnology (CAST),China,Taiyuan Launch Center,Long March 4B
Yaogan 27 (Remote Sensing Satellite 27),NR,China,People's Liberation Army (C41),Military,Earth Observation,LEO,0,1201,1213,7.92E-04,100.5,109.4,,8/27/2015,2015,,China Academy of Space Technology (CAST),China,Taiyuan Launch Center,Long March 4C
Yaogan 28 (Remote Sensing Satellite 28),NR,China,People's Liberation Army (C41),Military,Earth Observation,LEO,0,460,482,1.61E-03,97.24,94.02,1040,11/8/2015,2015,,CAST/Changchun Light Technology Institute,China,Taiyuan Launch Center,Long March 4B
Yaogan 29 (Remote Sensing Satellite 29),NR,China,People's Liberation Army (C41),Military,Earth Observation,LEO,0,628,629,7.14E-05,97.85,97.28,1040,11/26/2015,2015,,CAST/Changchun Light Technology Institute,China,Taiyuan Launch Center,Long March 4C
Yaogan 30 (Remote Sensing Satellite 30),NR (12/16),China,People's Liberation Army (C41),Military,Earth Observation,LEO,0,628,656,2.00E-03,98.07,97.57,2700,5/15/2016,2016,,China Academy of Space Technology (CAST),China,Jiuquan Satellite Launch Center,Long March 2D
Yaogan 30-1-1 (Remote Sensing Satellite 30-1-1),NR (3/18),China,People's Liberation Army (C41),Military,Earth Observation,LEO,0,592,599,5.02E-04,35,96.6,,9/29/2017,2017,,China Academy of Space Technology (CAST),China,Xichang Satellite Launch Center,Long March 2C
Yaogan 30-1-2 (Remote Sensing Satellite 30-1-2),NR (3/18),China,People's Liberation Army (C41),Military,Earth Observation,LEO,0,592,599,5.02E-04,35,96.6,,9/29/2017,2017,,China Academy of Space Technology (CAST),China,Xichang Satellite Launch Center,Long March 2C
Yaogan 30-1-3 (Remote Sensing Satellite 30-1-3),NR (3/18),China,People's Liberation Army (C41),Military,Earth Observation,LEO,0,592,599,5.02E-04,35,96.6,,9/29/2017,2017,,China Academy of Space Technology (CAST),China,Xichang Satellite Launch Center,Long March 2C
Yaogan 30-2-1 (Remote Sensing Satellite 30-2-1),NR (3/18),China,People's Liberation Army (C41),Military,Earth Observation,LEO,0,590,603,9.33E-04,35,96.6,,11/26/2017,2017,,China Academy of Space Technology (CAST),China,Xichang Satellite Launch Center,Long March 2C
Yaogan 30-2-2 (Remote Sensing Satellite 30-2-2),NR (3/18),China,People's Liberation Army (C41),Military,Earth Observation,LEO,0,589,603,1.00E-03,35,96.6,,11/26/2017,2017,,China Academy of Space Technology (CAST),China,Xichang Satellite Launch Center,Long March 2C
Yaogan 30-2-3 (Remote Sensing Satellite 30-2-3),NR (3/18),China,People's Liberation Army (C41),Military,Earth Observation,LEO,0,589,603,1.00E-03,35,96.6,,11/26/2017,2017,,China Academy of Space Technology (CAST),China,Xichang Satellite Launch Center,Long March 2C
